32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166
32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166
32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166
32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166
32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166
32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166
32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166
32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166
32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166
32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166
32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166
32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166
32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166
32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166
32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166
32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166,32166
