32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146
32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146
32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146
32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146
32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146
32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146
32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146
32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146
32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146
32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146
32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146
32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146
-1,-1,-1,-1,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146
-1,-1,-1,-1,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146
-1,-1,-1,-1,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146
-1,-1,-1,-1,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146,32146
-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
