32125,32125,32125,32125,32125,32125,32125,32125,32125,32125,32125,32125,32125,32125,32125,32125,32125,32125,32125
32125,0,0,0,0,0,0,0,0,32125,32125,0,0,0,0,0,0,0,32125
32125,0,0,0,0,0,0,0,0,32125,32125,0,0,0,0,0,0,0,32125
32125,0,0,0,0,0,0,0,0,32125,32125,0,0,0,0,0,0,0,32125
32125,0,0,0,0,0,0,0,0,32125,32125,0,0,0,0,0,0,0,32125
32125,0,0,0,0,0,0,0,0,32125,32125,0,0,0,0,0,0,0,32125
32125,0,0,0,0,0,0,0,0,32125,32125,0,0,0,0,0,0,0,32125
32125,0,0,0,0,0,0,0,0,32125,32125,0,0,0,0,0,0,0,32125
32125,0,0,0,0,0,0,0,0,32125,32125,0,0,0,0,0,0,0,32125
32125,32125,32125,32125,32125,32125,0,0,32125,32125,32125,32125,0,0,32125,32125,32125,32125,32125
32125,32125,32125,32125,32125,32125,0,0,32125,32125,32125,32125,0,0,32125,32125,32125,32125,32125
32125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32125
32125,32125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32125
-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32125
-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32125
-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32125
-1,-1,-1,-1,32125,32125,32125,32125,32125,32125,32125,32125,32125,32125,32125,32125,32125,32125,32125
