0,32138,32138,32138,32138,0,32148,32148,32148,0,0,32158,32158,32158,32158,0,32168,32168,32168,0,0,32178,32178,32178,32178,32178,32178,32178,32178,0
0,32138,32138,32138,32138,0,32148,32148,32148,0,0,32158,32158,32158,32158,0,32168,32168,32168,0,0,32178,32178,32178,32178,32178,32178,32178,32178,0
0,32138,32138,32138,32138,0,32148,32148,32148,0,0,32158,32158,32158,32158,0,32168,32168,32168,0,0,32178,32178,32178,0,0,0,0,0,0
0,32138,32138,32138,32138,0,32148,32148,32148,0,0,32158,32158,32158,32158,0,32168,32168,32168,0,0,32178,32178,32178,32188,32188,32188,32188,32188,0
0,32138,32138,32138,32138,32138,32148,32148,32148,0,0,32158,32158,32158,32158,32158,32168,32168,32168,0,0,32178,32178,32178,32188,32188,32188,32188,32188,0
0,32138,32138,32138,32138,32138,32148,32148,32148,0,0,32158,32158,32158,32158,32158,32168,32168,32168,0,0,32178,32178,32178,32188,32188,32188,32188,32188,0
0,0,0,32138,32138,0,0,0,0,0,0,0,0,32158,32158,0,0,0,0,0,0,0,0,32178,32178,0,0,0,0,0
0,0,0,32138,32138,0,0,0,0,0,0,0,0,32158,32158,0,0,0,0,0,0,0,0,32178,32178,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32189,32189,32189,32189,32189,32189,32189,32189,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32179,32179,32179,32179,32179,32179,32189,32189,0
0,32198,32198,32198,32198,32198,32198,32139,32139,0,0,32149,32149,32149,32149,32149,32149,32159,32159,0,32179,32179,32179,32179,32179,32179,32179,32189,32189,0
0,32198,32198,32198,32198,32198,32198,32139,32139,0,0,32149,32149,32149,32149,32149,32149,32159,32159,0,32179,32179,32179,32179,32179,32179,32179,32189,32189,0
0,32198,32198,32198,32198,0,0,32139,32139,0,0,32149,32149,32149,32149,0,0,32159,32159,0,32179,32179,32179,32179,32179,32179,32179,32189,32189,0
0,32198,32198,32198,32198,0,0,32139,32139,0,0,32149,32149,32149,32149,0,0,32159,32159,0,32179,32179,32179,32179,32179,32179,32179,32179,32179,0
0,32198,32198,32198,32198,0,32139,32139,32139,0,0,32149,32149,32149,32149,0,32159,32159,32159,0,32179,32179,32179,32179,32179,32179,32179,-1,-1,-1
0,32198,32198,32198,32198,0,32139,32139,32139,0,0,32149,32149,32149,32149,0,32159,32159,32159,0,32179,32179,32179,32179,32179,32179,32179,-1,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32179,32179,32179,32179,32179,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,32179,32179,32179,32179,32179,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1
