32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167
32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167
32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167
32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167
32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167
32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167
32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167
32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167
32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167
32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167
32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167
32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167
32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167
32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167
32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167
32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167
32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167
32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167
32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167,32167
