32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135
32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135
32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135
32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135
32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135
32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135
32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135
32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135
32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135
32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135
32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135
32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135
32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135
32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135
32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,-1,-1,-1
32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,-1,-1,-1
32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,32135,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32135,32135,32135,32135,32135,32135,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32135,32135,32135,32135,32135,32135,-1,-1,-1
