0,32181,32181,32181,32181,32181,32181,32181,32181,0,0,32191,32191,32191,32191,32191,32191,32191,0
0,32181,32181,32181,32181,32181,32181,32181,32181,0,0,32191,32191,32191,32191,32191,32191,32191,0
0,32181,32181,32181,32181,32181,32181,32181,32181,0,0,32191,32191,32191,32191,32191,32191,32191,0
0,32181,32181,32181,32181,32181,32181,32181,32181,0,0,32191,32191,32191,32191,32191,32191,32191,0
0,32181,32181,32181,32181,32181,32181,32181,32181,0,0,32191,32191,32191,32191,32191,32191,32191,0
0,32181,32181,32181,32181,32181,32181,32181,32181,0,0,32191,32191,32191,32191,32191,32191,32191,0
0,32181,32181,32181,32181,32181,32181,32181,32181,0,0,32191,32191,32191,32191,32191,32191,32191,0
0,32181,32181,32181,32181,32181,32181,32181,32181,0,0,32191,32191,32191,32191,32191,32191,32191,0
0,32181,32181,32181,32181,32181,32181,32181,32181,0,0,32191,32191,32191,32191,32191,32191,32191,0
0,0,0,0,0,0,32181,32181,0,0,0,0,32191,32191,0,0,0,0,0
0,0,0,0,0,0,32181,32181,0,0,0,0,32191,32191,0,0,0,0,0
0,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,0
-1,-1,-1,-1,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,0
-1,-1,-1,-1,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,0
-1,-1,-1,-1,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,0
-1,-1,-1,-1,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,32201,0
-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
