0,32160,32160,32160,32160,32160,0
0,32160,32160,32160,32160,32160,0
0,32160,32160,32160,32160,32160,0
0,32160,32160,32160,32160,32160,0
0,32160,32160,32160,32160,32160,0
0,0,0,32160,32160,0,0
0,32150,32150,32150,32150,32150,0
0,32150,32150,32150,32150,32150,0
0,32150,32150,32150,32150,32150,0
0,32150,32150,32150,32150,32150,0
0,32150,32150,32150,32150,32150,0
0,32150,32150,32150,32150,32150,0
0,32150,32150,32150,32150,32150,0
0,32150,32150,32150,32150,32150,0
0,32150,32150,32150,32150,32150,0
0,32150,32150,32150,32150,32150,0
0,32150,32150,32150,32150,32150,0
