32174,32174,32174,32174,32174,32174,32174,32173,0,0,32204,32204,32204,32204
32174,32174,32174,32174,32174,32174,32174,32173,0,0,32204,32204,32204,32204
32174,32174,32174,32174,32174,32174,32174,32173,0,0,32204,32204,32204,32204
32174,32174,32174,32174,32174,32174,32174,32173,0,0,32204,32204,32204,32204
32174,32174,32174,32174,32174,32174,32174,32173,0,0,32204,32204,32204,32204
32174,32174,32174,32174,32174,32174,32174,32173,0,0,32204,32204,32204,32204
32174,32174,32174,32174,32174,32174,32174,32173,32173,0,0,32204,32204,32204
32174,32174,32174,32174,32174,32174,32174,32173,32173,0,0,0,0,0
32174,32174,32174,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0
32256,32256,32256,32256,32256,32256,0,32246,32246,32246,32246,32246,32246,32246
32256,32256,32256,32256,32256,32256,0,32246,32246,32246,32246,32246,32246,32246
32256,32256,32256,32256,32256,32256,0,32246,32246,32246,32246,32246,32246,32246
32256,32256,32256,32256,32256,32256,0,32246,32246,32246,32246,32246,32246,32246
