32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147
32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147
32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147
32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147
32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147
32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147
32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147
32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147
32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147
32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147
32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147
32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147
32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147
32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147
32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147
32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147
32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147
32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147
32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147,32147
